,OSEBuildingID,BuildingType,PrimaryPropertyType,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,GFAParkingRate,GFABuildingsRate,LargestPropertyUseType,LargestGFARate,SecondLargestPropertyUseType,SecondLargestGFARate,ThirdLargestPropertyUseType,ThirdLargestGFARate,ENERGYSTARScore,SiteEnergyUse(kBtu),TotalGHGEmissions,Latitude,Longitude,Description,Zone,Haversine(km),GFAPerBuilding,GFAPerFloor
2057,24170,NonResidential,Small- and Mid-Sized Office,1974,1.0,2.0,24291.0,0.0,100.0,Office,100.0,No information,0.0,No information,0.0,83.0,994024.3125,6.93,0.0938705000000013,0.028940800000000877,Willow Creek (Buildings 1 & 2) at 9700 Lake City Way NE,NORTH,10.6606604447135,24291.0,12145.5
2058,24172,NonResidential,Retail Store,1958,1.0,2.0,20738.0,0.0,100.0,Retail Store,100.0,No information,0.0,No information,0.0,44.0,512371.90625,3.57,0.09431049999999885,0.02829079999999351,Les Schwab Tire Center #396 at 9801 Lake City Way NE,NORTH,10.698817468061797,20738.0,10369.0
2060,24178,NonResidential,Mixed Use Property,2000,1.0,4.0,30948.0,0.0,100.0,Office,37.9,Other,37.9,No information,0.0,,929327.15625,6.48,0.09552049999999923,0.029420799999996916,Workshops Seattle Lake City Way at 10015 Lake City Way NE,NORTH,10.847603148436756,30948.0,7737.0
2062,24180,NonResidential,Medical Office,1986,1.0,2.0,28385.0,24.86,75.14,Medical Office,72.49,No information,0.0,No information,0.0,2.5,2429168.0,16.935,0.09819050000000118,0.00923079999999743,Pac Med Northgate at 10416 5th Avenue NE,NORTH,10.94016907216631,28385.0,14192.5
2068,24202,NonResidential,Warehouse,1978,1.0,1.0,21755.0,0.0,100.0,Non-Refrigerated Warehouse,81.13,Office,11.03,No information,0.0,,872819.90625,16.375,-0.03360949999999718,0.006770799999998189,Warehouse at 3440 6th Avenue S,GREATER DUWAMISH,3.7715485059008844,21755.0,21755.0
2069,24205,NonResidential,Other,1960,1.0,1.0,27933.0,0.0,100.0,Other,100.0,No information,0.0,No information,0.0,,3211498.5,22.385,-0.034029499999995494,0.00781080000000145,640 S Spokane at 640 S. Spokane,GREATER DUWAMISH,3.8289843671405164,27933.0,27933.0
2070,24209,NonResidential,Small- and Mid-Sized Office,1983,1.0,1.0,23143.0,0.0,100.0,Office,67.45,Non-Refrigerated Warehouse,32.55,No information,0.0,73.0,1108184.8125,35.17,-0.036009499999998695,0.007650799999993296,Ed Wyse Building at 3701 7th Avenue South,GREATER DUWAMISH,4.044981262446367,23143.0,23143.0
2071,24216,NonResidential,Small- and Mid-Sized Office,1962,1.0,1.0,36150.0,0.0,100.0,Office,79.67,Non-Refrigerated Warehouse,20.33,No information,0.0,65.5,1995803.875,54.65,-0.03539949999999692,0.005070799999998599,Lamar Advertising Company at 3601 Sixth Ave S.,GREATER DUWAMISH,3.9545776736099207,36150.0,36150.0
2072,24218,NonResidential,Warehouse,1952,1.0,1.0,39600.0,0.0,100.0,Non-Refrigerated Warehouse,100.0,No information,0.0,No information,0.0,82.5,430101.70315,2.995,-0.0332494999999966,0.0038807999999903586,Dutch Boy Building at 3414 4th Ave. So.,GREATER DUWAMISH,3.7086181323152574,39600.0,39600.0
2073,24219,NonResidential,Warehouse,1952,1.0,1.0,39600.0,0.0,100.0,Non-Refrigerated Warehouse,100.0,No information,0.0,No information,0.0,91.5,442185.95315,8.115,-0.03392949999999928,0.0039307999999920185,SB Warehouse at 3434 4th Avenue S,GREATER DUWAMISH,3.7842926457290518,39600.0,39600.0
2074,24225,NonResidential,Distribution Center,1937,1.0,1.0,41430.0,0.0,100.0,Distribution Center,100.0,No information,0.0,No information,0.0,36.5,1102751.4375,16.47,-0.028779499999998848,0.0036407999999994445,2900 at 2900 4th ave. so.,GREATER DUWAMISH,3.2117646145846788,41430.0,41430.0
2075,24227,NonResidential,Other,2009,1.0,1.0,36400.0,0.0,100.0,Other,58.79,Retail Store,41.21,No information,0.0,,1563047.375,45.585,-0.030049499999996954,0.004050800000001686,2960 4th Ave S (Old Pacific Industrial Supply) at 2960 4th Ave S,GREATER DUWAMISH,3.3551369364952066,36400.0,36400.0
2077,24240,NonResidential,Other,1920,1.0,1.0,31332.0,0.0,100.0,Other,100.0,No information,0.0,No information,0.0,,3608220.125,25.155,-0.0422294999999977,-0.055159200000005626,WEST at 4427 CALIFORNIA AVE SW,SOUTHWEST,6.258130593302281,31332.0,31332.0
2079,24244,NonResidential,Worship Facility,1948,1.0,2.0,35864.0,0.0,100.0,Worship Facility,100.0,No information,0.0,No information,0.0,75.0,1231131.25,43.705,-0.03442950000000167,-0.05508919999999762,West Side Presbyterian Church at 3601 California Ave SW,SOUTHWEST,5.6325043893584645,35864.0,17932.0
2083,24250,NonResidential,Worship Facility,1954,1.0,1.0,20484.0,0.0,100.0,Worship Facility,100.0,No information,0.0,No information,0.0,69.5,820476.8125,38.415,-0.051889500000001476,0.016550799999990318,St. George Parish at 5306 13th Ave. S.,GREATER DUWAMISH,5.901898398120017,20484.0,20484.0
2084,24252,NonResidential,Medical Office,1984,1.0,4.0,45264.0,38.93,61.07,Medical Office,48.04,No information,0.0,No information,0.0,6.0,1772199.125,12.355,0.05537050000000221,0.046170799999998735,Springbrook Building at 4500 Sandpoint Way NE,NORTHEAST,7.062336291279532,45264.0,11316.0
2085,24253,NonResidential,Medical Office,1987,2.0,4.0,42218.0,34.53,65.47,Medical Office,65.47,No information,0.0,No information,0.0,,2802705.375,19.54,0.05532050000000055,0.04593079999999361,Springbrook Building LLC 4540 at 4540 Sandpoint Way NE,NORTHEAST,7.048692595176681,21109.0,10554.5
2087,24259,NonResidential,Other,1973,1.0,4.0,45082.0,0.0,100.0,Hospital,100.0,No information,0.0,No information,0.0,,4481434.25,106.74,0.0015704999999996971,0.019910799999991013,Seattle Medical Post Acute Care at 555 16th Ave,CENTRAL,1.5028748815798878,45082.0,11270.5
2088,24270,NonResidential,Worship Facility,1951,0.0,2.0,41600.0,0.0,100.0,Worship Facility,100.0,No information,0.0,No information,0.0,59.0,1192298.625,31.455,0.07733050000000219,-0.02269920000000525,Phinney Ridge Lutheran Church at 7500 Greenwood Ave N,NORTHWEST,8.765305584374389,inf,20800.0
2090,24274,NonResidential,Small- and Mid-Sized Office,1960,1.0,2.0,34110.0,0.0,100.0,Office,100.0,No information,0.0,No information,0.0,31.0,2561735.75,17.855,0.029450500000002933,0.006910799999999995,Bonneville International at 1820 East Lake Ave,LAKE UNION,3.3154596863942416,34110.0,17055.0
2100,24332,NonResidential,Warehouse,1970,1.0,1.0,23750.0,0.0,100.0,Non-Refrigerated Warehouse,81.81,Office,6.19,No information,0.0,,530856.09375,3.705,-0.028109499999999343,0.0041707999999971435,4th&Forest at 422 South Forest,GREATER DUWAMISH,3.141247919454282,23750.0,23750.0
2101,24333,NonResidential,Warehouse,1970,1.0,1.0,43390.0,0.0,100.0,Non-Refrigerated Warehouse,83.96,Office,16.04,No information,0.0,88.0,516243.90625,3.6,-0.02790949999999981,0.005470799999997666,South Seattle Building at 2757 6th Avenue South,GREATER DUWAMISH,3.1303987354747798,43390.0,43390.0
2102,24344,NonResidential,Warehouse,1959,1.0,1.0,35400.0,0.0,100.0,Non-Refrigerated Warehouse,100.0,No information,0.0,No information,0.0,77.5,417782.34375,6.095,-0.02361949999999524,0.00505079999999225,WES 2233 LLC at 2233 Sixth Ave. So.,GREATER DUWAMISH,2.653540784859173,35400.0,35400.0
2103,24348,NonResidential,Distribution Center,1966,1.0,1.0,28288.0,0.0,100.0,Distribution Center,78.48,Office,21.52,No information,0.0,24.5,805571.0,8.375,-0.021059499999999787,0.003670799999994756,Stoneway at 1924 4th Ave S,GREATER DUWAMISH,2.3578347446329,28288.0,28288.0
2104,24351,NonResidential,Warehouse,1916,1.0,3.0,71283.0,0.0,100.0,Non-Refrigerated Warehouse,81.24,Office,18.76,No information,0.0,42.5,2414192.125,39.365,-0.021909499999999582,0.003840799999991873,Pacific Coast Feather Corporate Office and Warehouse at 1964 4th AVe S,GREATER DUWAMISH,2.453193270529423,71283.0,23761.0
2105,24354,NonResidential,Warehouse,1989,1.0,1.0,23792.0,0.0,100.0,Non-Refrigerated Warehouse,96.64,Office,3.36,No information,0.0,,2799878.375,19.515,-0.019529499999997313,0.004010800000003201,1760 4th Avenue South at 1760 4th Avenue South,GREATER DUWAMISH,2.1923108800662914,23792.0,23792.0
2106,24356,NonResidential,Small- and Mid-Sized Office,1979,1.0,2.0,47368.0,0.0,100.0,Office,100.0,No information,0.0,No information,0.0,96.0,1502378.8125,26.76,-0.017259500000001538,0.0037607999999949016,1550 4th Ave S at 1550 4th Ave S,GREATER DUWAMISH,1.9397783580067816,47368.0,23684.0
2107,24358,NonResidential,Mixed Use Property,1931,1.0,1.0,46183.0,0.0,100.0,Non-Refrigerated Warehouse,40.86,Food Service,30.31,Retail Store,28.82,,1939759.75,29.955,-0.017509499999995626,0.005430799999999181,R&K Foods/RE-PC/Brinks at 1563 6th Ave S,GREATER DUWAMISH,1.9890998799553765,46183.0,46183.0
2108,24359,NonResidential,Small- and Mid-Sized Office,1984,1.0,5.0,72613.0,31.38,68.62,Office,68.62,No information,0.0,No information,0.0,84.5,2559644.375,39.22,-0.00026950000000169894,0.018350799999993228,Jefferson Building at 1401 East Jeffrson Street,CENTRAL,1.3760931788564015,72613.0,14522.6
2110,24374,NonResidential,Retail Store,1968,1.0,1.0,36071.0,0.0,100.0,Retail Store,100.0,No information,0.0,No information,0.0,83.0,2646837.5625,98.96,-0.04106949999999898,0.04423079999999402,Jumbo chinese restaurant at 4208 rainier ave so.,SOUTHEAST,5.644415454403833,36071.0,36071.0
2111,24375,SPS-District K-12,K-12 School,1989,1.0,3.0,51672.0,0.0,100.0,K-12 School,100.0,No information,0.0,No information,0.0,96.0,1527540.1875,25.2,-0.04058949999999584,0.048830799999990404,Hawthorne Elementary at 4100 39th Ave. S.,SOUTHEAST,5.812281043412558,51672.0,17224.0
2112,24376,Nonresidential COS,Medical Office,1990,1.0,2.0,38574.0,28.73,71.27,Medical Office,51.81,Office,19.46,No information,0.0,38.0,2096222.875,14.615,-0.04256949999999904,0.046350799999999026,SE Seattle Community Health Center at 4400 37th Ave S,SOUTHEAST,5.872917422064547,38574.0,19287.0
2114,24381,Nonresidential COS,Mixed Use Property,1995,1.0,1.0,28425.0,0.0,100.0,Fitness Center/Health Club/Gym,49.54,Recreation,45.12,Office,5.2,,2489834.875,76.085,-0.044489499999997406,0.04965079999999489,Rainier Community Center at 4630 38th Ave S,SOUTHEAST,6.191968292929795,28425.0,28425.0
2118,24406,NonResidential,Other,2009,1.0,3.0,35115.0,0.0,100.0,Automobile Dealership,100.0,No information,0.0,No information,0.0,,1917190.125,27.235,0.10768050000000073,0.03415079999999193,Mini Cooper Car Dealership (ID24406) at 11550 LAKE CITY WAY NE,NORTH,12.243663666123961,35115.0,11705.0
2121,24415,NonResidential,Mixed Use Property,1972,1.0,1.0,66704.0,0.0,100.0,Education,35.84,Distribution Center,27.73,Non-Refrigerated Warehouse,27.73,,599953.4375,20.485,0.0911104999999992,-0.014309199999999578,Aurora Improvements at 9401 Aurora Ave N,NORTHWEST,10.18757944323189,66704.0,66704.0
2122,24418,Nonresidential COS,Warehouse,1969,1.0,1.0,25658.0,0.0,100.0,Non-Refrigerated Warehouse,73.48,Office,26.52,No information,0.0,,1063960.125,18.87,0.09496049999999912,-0.010769199999998591,Technical Metering Operations at 1133 N 100th St,NORTHWEST,10.589905916617559,25658.0,25658.0
2127,24435,NonResidential,Small- and Mid-Sized Office,1907,1.0,2.0,36000.0,0.0,100.0,Office,76.67,Other,23.33,No information,0.0,94.5,1056544.3125,18.575,0.007300499999999488,0.012150800000000572,10th Ave. at 1423 10th Ave E,EAST,1.2201215950005082,36000.0,18000.0
2130,24448,NonResidential,Mixed Use Property,1913,1.0,1.0,36000.0,50.0,50.0,Retail Store,50.0,No information,0.0,No information,0.0,60.0,1140921.0625,25.58,0.007020500000002983,0.01483079999999859,"Automobili Italiane, Inc. at 1401 12th Avenue",EAST,1.358488719496238,36000.0,36000.0
2131,24451,NonResidential,Warehouse,1915,1.0,2.0,43200.0,0.0,100.0,Non-Refrigerated Warehouse,100.0,No information,0.0,No information,0.0,31.5,2052508.25,47.195,0.00847050000000138,0.01430080000000089,LOFT BUILDING at 1512 11TH AVE,EAST,1.4270315695103266,43200.0,21600.0
2132,24458,NonResidential,Small- and Mid-Sized Office,1913,1.0,4.0,55670.0,23.12,76.88,Office,76.88,No information,0.0,No information,0.0,70.5,2870136.375,45.345,-0.01120949999999965,0.0035307999999929507,Turner at 830 4th Ave. South,GREATER DUWAMISH,1.2742446574901847,55670.0,13917.5
2133,24461,NonResidential,Retail Store,1975,1.0,1.0,43794.0,0.0,100.0,Retail Store,77.72,Office,22.28,No information,0.0,87.0,1139778.875,20.45,-0.018129500000000576,0.0025708000000008724,Outdoor Emporium at 1701 4th Ave S,GREATER DUWAMISH,2.025106672910623,43794.0,43794.0
2134,24472,NonResidential,Warehouse,1968,1.0,1.0,48280.0,0.0,100.0,Non-Refrigerated Warehouse,84.47,Office,15.53,No information,0.0,22.5,2397422.375,64.87,-0.03154949999999701,0.0012107999999955155,Old Pipe Building at 3223 3rd Ave S,GREATER DUWAMISH,3.5093240903717065,48280.0,48280.0
2135,24473,NonResidential,Distribution Center,1954,1.0,1.0,36040.0,0.0,100.0,Distribution Center,87.34,Office,12.66,No information,0.0,,361926.59375,8.045,-0.03357950000000187,0.0013907999999958065,Seattle Textile Company at 3434 2nd Avenue South,GREATER DUWAMISH,3.735331698344056,36040.0,36040.0
2136,24479,NonResidential,Supermarket/Grocery Store,1965,1.0,1.0,35042.0,0.0,100.0,Supermarket/Grocery Store,100.0,No information,0.0,No information,0.0,42.5,8991788.0,228.135,0.07639050000000225,0.042850799999996525,Safeway 0423 - 35th Ave at 7340 35th Ave NE,NORTHEAST,9.080613287162658,35042.0,35042.0
2138,24482,SPS-District K-12,K-12 School,1948,1.0,1.0,65210.0,0.0,100.0,K-12 School,100.0,No information,0.0,No information,0.0,86.5,2869382.125,104.845,0.07449050000000312,0.056510799999998085,View Ridge Elementary at 7047 50th Ave. NE.,NORTHEAST,9.302211653312044,65210.0,65210.0
2139,24484,NonResidential,Worship Facility,1950,1.0,2.0,20385.0,0.0,100.0,Worship Facility,100.0,No information,0.0,No information,0.0,65.0,812704.90625,34.16,0.0744605000000007,0.0420807999999937,Messiah Lutheran Church at 7050 35th NE,NORTHEAST,8.85951966719097,20385.0,10192.5
2140,24485,NonResidential,Worship Facility,1946,1.0,1.0,24295.0,0.0,100.0,Worship Facility,100.0,No information,0.0,No information,0.0,52.0,217799.0,1.52,0.07363050000000015,0.05467079999999669,Sand Point Community Church at 4710 NE 70th St,NORTHEAST,9.154682961949609,24295.0,24295.0
2141,24488,NonResidential,Small- and Mid-Sized Office,1967,1.0,2.0,20317.0,0.0,100.0,Office,100.0,No information,0.0,No information,0.0,81.5,638669.65625,4.455,0.06267050000000296,0.04875079999999343,Hawthorne Hills Professional Center at 4020 NE 55th St.,NORTHEAST,7.8679142482370645,20317.0,10158.5
2144,24493,NonResidential,Supermarket/Grocery Store,1973,1.0,1.0,24377.0,0.0,100.0,Supermarket/Grocery Store,100.0,No information,0.0,No information,0.0,6.5,9735878.0,251.725,0.06203049999999877,0.04828080000000057,Metropolitan Market at 5250 40th Ave NE,NORTHEAST,7.788545248698361,24377.0,24377.0
2149,24513,NonResidential,Other,1986,1.0,1.0,33392.0,0.0,100.0,Movie Theater,100.0,No information,0.0,No information,0.0,,2815514.375,19.63,0.09569050000000345,-0.010249200000004066,Oak Tree 6 at 10006 Aurora Ave N,NORTHWEST,10.667970347985683,33392.0,33392.0
2150,24514,NonResidential,Supermarket/Grocery Store,1986,0.0,1.0,45155.0,0.0,100.0,Supermarket/Grocery Store,100.0,No information,0.0,No information,0.0,6.0,6728069.75,157.88,0.09623050000000433,-0.011209199999996144,OAKTREE PLAZA ASSOC at 10002 AURORA AVE N,NORTHWEST,10.733245704997925,inf,45155.0
2154,24531,NonResidential,Warehouse,1966,1.0,1.0,32040.0,0.0,100.0,Non-Refrigerated Warehouse,100.0,No information,0.0,No information,0.0,29.5,1629324.25,41.755,-0.0749294999999961,-0.000469199999997727,Kenyon Industrial Park Building D at 7951 Second Avenue South,GREATER DUWAMISH,8.33186612524115,32040.0,32040.0
2155,24532,NonResidential,Warehouse,1970,1.0,1.0,45449.0,0.0,100.0,Non-Refrigerated Warehouse,100.0,No information,0.0,No information,0.0,14.0,4391732.75,182.85,-0.0749294999999961,-0.000469199999997727,Kenyon Industrial Park Building B at 121 S Kenyon Street,GREATER DUWAMISH,8.33186612524115,45449.0,45449.0
2156,24534,NonResidential,Warehouse,1973,1.0,1.0,36000.0,0.0,100.0,Non-Refrigerated Warehouse,100.0,No information,0.0,No information,0.0,41.5,2729449.25,117.76,-0.0749294999999961,-0.000469199999997727,Kenyon Business Park Building A at 7900 Occidental Avenue South,GREATER DUWAMISH,8.33186612524115,36000.0,36000.0
2157,24536,NonResidential,Warehouse,1979,1.0,1.0,31360.0,0.0,100.0,Non-Refrigerated Warehouse,94.52,Retail Store,4.66,No information,0.0,,1318271.125,41.62,-0.08049950000000194,0.0013307999999909725,Cloverdale Business Park Building A at 309 S Cloverdale Street,GREATER DUWAMISH,8.951705224226586,31360.0,31360.0
2158,24537,NonResidential,Warehouse,1979,1.0,1.0,33400.0,0.0,100.0,Non-Refrigerated Warehouse,96.41,Office,3.59,No information,0.0,,2296727.0,65.2,-0.08049950000000194,0.0013307999999909725,Cloverdale Business Park Building B at 309 South Cloverdale Street,GREATER DUWAMISH,8.951705224226586,33400.0,33400.0
2159,24538,NonResidential,Warehouse,1979,1.0,1.0,48020.0,0.0,100.0,Non-Refrigerated Warehouse,99.54,No information,0.0,No information,0.0,72.0,2307058.625,57.17,-0.08049950000000194,0.0013307999999909725,Cloverdale Business Park Building C at 309 South Cloverdale Street,GREATER DUWAMISH,8.951705224226586,48020.0,48020.0
2160,24539,NonResidential,Warehouse,1979,1.0,1.0,27850.0,0.0,100.0,Non-Refrigerated Warehouse,100.0,No information,0.0,No information,0.0,53.5,1151516.125,37.315,-0.08049950000000194,0.0013307999999909725,Cloverdale Business Park Building E at 309 South Cloverdale Street,GREATER DUWAMISH,8.951705224226586,27850.0,27850.0
2164,24547,NonResidential,K-12 School,1929,1.0,2.0,24152.0,0.0,100.0,K-12 School,100.0,No information,0.0,No information,0.0,100.0,108928.20315,0.735,0.002560500000001298,0.03221080000000143,Islamic School of Seattle at 720 25TH AVE,CENTRAL,2.431517944550844,24152.0,12076.0
2166,24560,NonResidential,K-12 School,1949,1.0,2.0,43645.0,0.0,100.0,K-12 School,84.77,No information,0.0,No information,0.0,67.0,2090011.1875,85.225,0.0875805000000014,0.042570799999992914,Our Lady of the Lake School at 3520 NE 89th St.,NORTHEAST,10.247324605115592,43645.0,21822.5
2168,24563,NonResidential,Retail Store,1952,1.0,1.0,26853.0,0.0,100.0,Retail Store,75.82,No information,0.0,No information,0.0,65.5,1425933.375,20.38,0.08444049999999947,0.041860799999994924,Store #5216_8500 35Th Avenue Ne at 8500 35Th Avenue Ne,NORTHEAST,9.899158331455226,26853.0,26853.0
2172,24579,NonResidential,Other,1916,2.0,1.0,37715.0,0.0,100.0,Other,52.27,Office,31.82,Retail Store,15.91,,2597140.25,97.42,-0.03122950000000202,-0.0015092000000009875,SODO Park Bldg at 3200 1st ave south,GREATER DUWAMISH,3.4744106452194807,18857.5,37715.0
2173,24581,NonResidential,Other,1937,1.0,1.0,20975.0,0.0,100.0,Social/Meeting Hall,62.67,Other,31.47,Restaurant,5.1,,307853.34375,4.8,-0.03162950000000109,-0.0017291999999997643,SODO at 3228 1st Ave S,GREATER DUWAMISH,3.519434663996009,20975.0,20975.0
2174,24585,NonResidential,Other,1918,1.0,1.0,26075.0,0.0,100.0,Other,100.0,No information,0.0,No information,0.0,,1572146.375,18.255,-0.030009499999998468,-0.0017291999999997643,Gorlick's Distribution Center at 2944 1st Ave S,GREATER DUWAMISH,3.339427473618372,26075.0,26075.0
2175,24587,NonResidential,Warehouse,1992,1.0,1.0,46296.0,0.0,100.0,Non-Refrigerated Warehouse,63.49,Office,36.51,No information,0.0,58.5,1507995.375,26.36,-0.02738949999999818,-0.0006692000000043663,Lander Station Business Park at 151 S. Lander St,GREATER DUWAMISH,3.045991066239404,46296.0,46296.0
2177,24589,NonResidential,Warehouse,1926,1.0,2.0,20400.0,0.0,100.0,Non-Refrigerated Warehouse,73.53,Office,26.47,No information,0.0,65.5,447652.0,12.215,-0.02680949999999882,-0.0015692000000058215,A2A LLC at 2710 1st Ave S,GREATER DUWAMISH,2.9834060810198775,20400.0,10200.0
2178,24591,NonResidential,Small- and Mid-Sized Office,1926,1.0,1.0,20460.0,0.0,100.0,Office,100.0,No information,0.0,No information,0.0,8.5,1995429.9375,13.91,-0.027269499999995617,-0.0016291999999964446,2724 1st Avenue South at 2724 1st Avenue South,GREATER DUWAMISH,3.0346945155110596,20460.0,20460.0
2179,24593,NonResidential,Warehouse,1925,1.0,2.0,25821.0,0.0,100.0,Warehouse,100.0,No information,0.0,No information,0.0,,208635.35155,1.56,-0.02452949999999987,-0.0016192000000074813,1st Ave Self Storage at 2400 1st Ave S,GREATER DUWAMISH,2.7302609580010997,25821.0,12910.5
2180,24598,NonResidential,Refrigerated Warehouse,1955,1.0,2.0,21870.0,0.0,100.0,Refrigerated Warehouse,100.0,No information,0.0,No information,0.0,49.0,1079291.6875,7.525,-0.024129500000000803,-0.0005492000000089092,bnr corporation at 2250 occidental ave s,GREATER DUWAMISH,2.6833977337678965,21870.0,10935.0
2181,24599,NonResidential,Warehouse,1988,3.0,1.0,51664.0,0.0,100.0,Non-Refrigerated Warehouse,100.0,No information,0.0,No information,0.0,,3511234.875,64.065,-0.025539500000000714,-0.0004291999999992413,SOUTH LANDER BUSINESS PARK at 2454 OCCIDENTAL AVE S,GREATER DUWAMISH,2.8400491273071102,17221.33,51664.0
2182,24600,NonResidential,Medical Office,1970,1.0,1.0,43615.0,0.0,100.0,Medical Office,100.0,No information,0.0,No information,0.0,89.0,3126076.75,105.4,-0.07206949999999779,-0.03412920000000952,Navos Psychiatric Hospital at 2600 SW Holden St,DELRIDGE,8.412870890329573,43615.0,43615.0
2183,24601,NonResidential,Small- and Mid-Sized Office,1970,1.0,3.0,36879.0,0.0,100.0,Office,45.7,No information,0.0,No information,0.0,30.5,1078150.75,7.52,-0.07206949999999779,-0.03412920000000952,Navos Erlick Perez at 2600 SW Holden St,DELRIDGE,8.412870890329573,36879.0,12293.0
2184,24602,Nonresidential COS,Other,2002,1.0,2.0,29631.0,3.71,96.29,Other,95.52,No information,0.0,No information,0.0,,3481767.75,91.415,-0.07037950000000137,-0.029859200000004193,Southwest Precinct at 2300 SW Webster St,DELRIDGE,8.140137665838974,29631.0,14815.5
2185,24603,NonResidential,Warehouse,1982,1.0,2.0,43556.0,0.0,100.0,Non-Refrigerated Warehouse,100.0,No information,0.0,No information,0.0,81.5,298295.70315,2.08,-0.06776949999999715,-0.029629200000002243,20731-West Seattle / Delridge Way SW at 7133 Delridge Way Sw,DELRIDGE,7.8566144940819465,43556.0,21778.0
2186,24604,NonResidential,Mixed Use Property,2004,1.0,5.0,35176.0,0.0,100.0,Office,41.08,Other,41.08,No information,0.0,,984281.6875,6.86,-0.03346949999999538,-0.03843919999999912,"West Seattle Venture, LLC at 3400 Harbor Ave SW",SOUTHWEST,4.707513829132013,35176.0,7035.2
2189,24614,SPS-District K-12,K-12 School,1959,1.0,1.0,40285.0,0.0,100.0,K-12 School,100.0,No information,0.0,No information,0.0,90.0,1436387.375,43.54,0.09241049999999973,0.024270799999996484,Sacajawea Elementary at 9501 20th Ave. NE,NORTH,10.435173936673971,40285.0,40285.0
2191,24624,NonResidential,College/University,1940,1.0,2.0,56636.0,26.91,73.09,College/University,46.6,Medical Office,26.48,No information,0.0,,2828571.625,59.985,0.046110500000004606,-0.01010920000000226,Bastyr Center for Natural Health at 3670 Stone Way N,LAKE UNION,5.182923091759332,56636.0,28318.0
2193,24629,NonResidential,Warehouse,1941,1.0,1.0,48890.0,0.0,100.0,Non-Refrigerated Warehouse,63.18,Office,36.82,No information,0.0,47.0,2101005.75,60.855,-0.04906950000000165,-0.0009892000000064627,Tri-North at 5000 1st Ave. S,GREATER DUWAMISH,5.456791424850057,48890.0,48890.0
2194,24630,NonResidential,Small- and Mid-Sized Office,2000,1.0,3.0,43473.0,0.0,100.0,Office,100.0,No information,0.0,No information,0.0,3.0,4372718.25,30.485,-0.04954949999999769,-0.0011692000000067537,UFCW21 Building at 5030 1st Ave South,GREATER DUWAMISH,5.510358512930282,43473.0,14491.0
2196,24636,NonResidential,Retail Store,1990,1.0,1.0,40793.0,0.0,100.0,Retail Store,100.0,No information,0.0,No information,0.0,18.0,3753593.375,34.63,-0.08427950000000095,-0.03450920000000224,Westwood Village - Building E at 2600 SW Barton St,DELRIDGE,9.722579761257686,40793.0,40793.0
2197,24640,NonResidential,Retail Store,2005,1.0,1.0,32427.0,0.0,100.0,Retail Store,100.0,No information,0.0,No information,0.0,79.5,1532461.625,33.0,-0.08427950000000095,-0.03450920000000224,Westwood Village - Building F at 2600 SW Barton St,DELRIDGE,9.722579761257686,32427.0,32427.0
2200,24646,Nonresidential COS,Other,1975,0.0,2.0,38287.0,0.0,100.0,Recreation,75.91,Fitness Center/Health Club/Gym,22.22,Pre-school/Daycare,1.87,,7927962.0,285.18,-0.07825950000000148,-0.03702920000000631,Southwest Teen Life Center and Pool at 2801 Thistle St,DELRIDGE,9.134781332063406,inf,19143.5
2201,24649,NonResidential,Mixed Use Property,1926,1.0,1.0,42172.0,0.0,100.0,Education,28.45,Social/Meeting Hall,27.03,Social/Meeting Hall,21.58,,3433093.625,160.25,0.0912904999999995,-0.041469200000008755,Crown Hill Center at 9250 14th Ave NW,BALLARD,10.615678394741071,42172.0,42172.0
2203,24653,NonResidential,Retail Store,1953,1.0,1.0,51000.0,0.0,100.0,Retail Store,100.0,No information,0.0,No information,0.0,94.5,1323378.4375,14.28,0.08465050000000218,-0.025169200000007663,(ID24653) Greenwood Shopping Center at 100 N 85TH ST,NORTHWEST,9.599690620497883,51000.0,51000.0
2215,24700,NonResidential,Mixed Use Property,1916,1.0,1.0,27000.0,0.0,100.0,Other,33.33,Social/Meeting Hall,33.33,Warehouse,33.33,,243904.70315,1.7,-0.021689500000000805,-0.0016291999999964446,JukeboxCity Building at 1946-1952 1st Ave S,GREATER DUWAMISH,2.41485785900336,27000.0,27000.0
2216,24701,NonResidential,Other,1935,1.0,2.0,20747.0,0.0,100.0,Social/Meeting Hall,56.95,Restaurant,24.68,Office,18.37,,1034878.5,17.535,-0.018349499999999352,-0.001589199999997959,(ID24701) Showbox SODO at 1700 1ST AVE S,GREATER DUWAMISH,2.043850904657451,20747.0,10373.5
2217,24705,NonResidential,Warehouse,1928,1.0,2.0,40800.0,0.0,100.0,Non-Refrigerated Warehouse,88.24,Office,11.76,No information,0.0,,780935.4375,25.71,-0.017209499999999878,-0.0015692000000058215,(ID24705) Budget Sales- 1534 1st Ave S at 1534 1st Ave S,GREATER DUWAMISH,1.9172256918248654,40800.0,20400.0
2218,24708,NonResidential,Small- and Mid-Sized Office,1920,1.0,2.0,20150.0,0.0,100.0,Office,100.0,No information,0.0,No information,0.0,80.5,573909.0625,4.005,-0.011129499999995573,-0.0016791999999981044,820 at 820 1st Ave S,GREATER DUWAMISH,1.2439336325178094,20150.0,10075.0
