,OSEBuildingID,BuildingType,PrimaryPropertyType,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,GFAParkingRate,GFABuildingsRate,LargestPropertyUseType,LargestGFARate,SecondLargestPropertyUseType,SecondLargestGFARate,ThirdLargestPropertyUseType,ThirdLargestGFARate,ENERGYSTARScore,SiteEnergyUse(kBtu),TotalGHGEmissions,Latitude,Longitude,Description,Zone,Haversine(km),GFAPerBuilding,GFAPerFloor
1426,21716,NonResidential,Small- and Mid-Sized Office,1953,1.0,2.0,43183.0,0.0,100.0,Office,61.55,Data Center,26.62,No information,0.0,1.0,7475337.0,92.375,0.014220500000000413,-0.014609200000009537,223 Taylor Avenue North at 223 Taylor Avenue North,LAKE UNION,1.923436320331474,43183.0,21591.5
1429,21723,NonResidential,Worship Facility,1908,1.0,3.0,45680.0,0.0,100.0,Worship Facility,100.0,No information,0.0,No information,0.0,80.0,2032911.6875,84.735,0.07949049999999858,0.013610799999995038,FAIRVIEW CHURCH (ID21723) at 7801 ROOSEVELT WAY NE,NORTH,8.897568437644871,45680.0,15226.67
1439,21741,NonResidential,Residential Care Facility,2006,1.0,14.0,726000.0,0.0,100.0,Residential Care Facility,100.0,No information,0.0,No information,0.0,10.0,37330216.0,906.73,0.013100500000000181,-0.0017291999999997643,Mirabella Seattle at 116 Fairview Ave. N.,LAKE UNION,1.4624668535379872,726000.0,51857.14
1443,21768,NonResidential,Worship Facility,1957,1.0,1.0,33490.0,0.0,100.0,Worship Facility,54.58,Office,45.42,No information,0.0,95.5,541252.09375,3.775,-0.07180950000000053,-0.044969199999997045,Mars Hill Church West Seattle at 7551 35th Ave. SW,SOUTHWEST,8.668312372134757,33490.0,33490.0
1446,21772,NonResidential,Small- and Mid-Sized Office,1999,1.0,4.0,28844.0,0.0,100.0,Office,35.68,Other,35.36,No information,0.0,,918820.84375,6.405,0.05181050000000198,-0.03327920000000972,Workshops Seattle Ballard LLC at 700 NW 42ns St,BALLARD,6.2776237192057405,28844.0,7211.0
1447,21774,SPS-District K-12,K-12 School,1988,1.0,2.0,54528.0,0.0,100.0,K-12 School,99.55,No information,0.0,No information,0.0,76.0,1946650.3125,13.57,-0.06445949999999812,-0.041549200000005726,West Seattle Elementary at 6760 34th Ave. S.W.,DELRIDGE,7.815949892698227,54528.0,27264.0
1450,21783,NonResidential,Warehouse,1989,1.0,1.0,21101.0,0.0,100.0,Non-Refrigerated Warehouse,87.07,Office,12.93,No information,0.0,,619194.9375,23.66,-0.04549949999999825,0.005630799999991609,(ID21783) 601 SOUTH ALASKA at 601 S Alaska St,GREATER DUWAMISH,5.076916732937179,21101.0,21101.0
1451,21784,NonResidential,Refrigerated Warehouse,1914,1.0,2.0,45594.0,0.0,100.0,Refrigerated Warehouse,100.0,No information,0.0,No information,0.0,79.0,1312044.4375,9.145,-0.045539499999996735,0.004990800000001627,Sun Food Trading Co at 4715 6th Ave S,GREATER DUWAMISH,5.077584909391589,45594.0,22797.0
1452,21785,NonResidential,Other,1950,1.0,1.0,26660.0,0.0,100.0,Manufacturing/Industrial Plant,100.0,No information,0.0,No information,0.0,,2249230.75,15.68,-0.05606949999999955,0.0016808000000025913,AM Building at 5907 4th Ave So,GREATER DUWAMISH,6.235927192555812,26660.0,26660.0
1453,21786,NonResidential,Warehouse,1975,1.0,1.0,28126.0,0.0,100.0,Non-Refrigerated Warehouse,77.44,Office,22.56,No information,0.0,46.0,851101.40625,18.175,-0.04559950000000157,0.006040799999993851,(ID21786) 615 S ALASKA at 615 S ALASKA ST,GREATER DUWAMISH,5.090642542658049,28126.0,28126.0
1454,21787,NonResidential,Warehouse,1964,1.0,1.0,35000.0,0.0,100.0,Non-Refrigerated Warehouse,100.0,No information,0.0,No information,0.0,51.0,389384.20315,2.715,-0.058099499999997306,0.0066008000000010725,NWCP-SEA OC Bldg at 6020 6th Ave S,GREATER DUWAMISH,6.479325030759305,35000.0,35000.0
1455,21792,NonResidential,Warehouse,1962,1.0,1.0,26150.0,0.0,100.0,Non-Refrigerated Warehouse,100.0,No information,0.0,No information,0.0,16.5,980699.3125,22.9,-0.05674949999999512,0.006660799999991696,OTM 162 at 5964 6th Ave. S,GREATER DUWAMISH,6.330014170530725,26150.0,26150.0
1456,21793,NonResidential,Small- and Mid-Sized Office,1967,1.0,2.0,24000.0,0.0,100.0,Office,100.0,No information,0.0,No information,0.0,75.0,1059818.625,7.39,-0.056459499999995444,0.006030799999990677,5950 6th Avenue S. Building at 5950 6th Avenue S.,GREATER DUWAMISH,6.2942958599750645,24000.0,12000.0
1457,21794,NonResidential,K-12 School,1968,1.0,5.0,43594.0,0.0,100.0,K-12 School,93.61,No information,0.0,No information,0.0,36.0,2631551.75,76.27,0.035310500000001355,0.015150800000000686,Peyton at 2400 11th Ave East,EAST,4.087243388730189,43594.0,8718.8
1458,21795,NonResidential,Other,1999,1.0,2.0,85750.0,76.55,23.45,K-12 School,23.32,No information,0.0,No information,0.0,,1819204.5,66.155,0.035310500000001355,0.015150800000000686,Ignatius Hall at 2400 11th Ave East,EAST,4.087243388730189,85750.0,42875.0
1459,21796,NonResidential,K-12 School,1905,1.0,1.0,83882.0,0.0,100.0,K-12 School,100.0,No information,0.0,No information,0.0,72.0,2539565.0,64.95,0.03550050000000482,0.01468079999999361,SEATTLE PREP - ADELPHIA at 2400 11TH AVE E,EAST,4.097945057934591,83882.0,83882.0
1465,21822,NonResidential,Distribution Center,1912,1.0,1.0,28080.0,0.0,100.0,Distribution Center,91.1,Office,8.9,No information,0.0,,705148.8125,15.27,0.05157050000000396,-0.010659200000006308,Care Medical Equipment at 4135 Stone Way North,LAKE UNION,5.789745105437445,28080.0,28080.0
1479,21879,NonResidential,Residential Care Facility,1954,1.0,2.0,51298.0,0.0,100.0,Residential Care Facility,100.0,No information,0.0,No information,0.0,83.0,5976385.5,221.45,0.11998050000000404,-0.02437919999999849,HEALTH AND REHAB OF NORTH SEATTLE at 13333 GREENWOOD AVE N,NORTHWEST,13.465570544670971,51298.0,25649.0
1481,21883,NonResidential,Worship Facility,1962,1.0,1.0,22898.0,0.0,100.0,Worship Facility,100.0,No information,0.0,No information,0.0,100.0,252823.95315,1.76,0.11936049999999909,-0.025729200000000674,Shoreline at 102 N 132nd St,NORTHWEST,13.411420773519172,22898.0,22898.0
1485,21893,NonResidential,Warehouse,1979,1.0,1.0,31600.0,0.0,100.0,Non-Refrigerated Warehouse,100.0,No information,0.0,No information,0.0,2.5,3238473.75,95.905,-0.0846494999999976,0.010490799999999467,South Park at 9125 10th Ave S,GREATER DUWAMISH,9.445462782892609,31600.0,31600.0
1486,21894,NonResidential,Warehouse,2007,1.0,1.0,35289.0,0.0,100.0,Non-Refrigerated Warehouse,100.0,No information,0.0,No information,0.0,57.5,848735.5,19.665,-0.08612949999999842,0.01075079999999673,821 WEARHOUSE at 821 SO BARTON ST,GREATER DUWAMISH,9.61108742266753,35289.0,35289.0
1487,21896,NonResidential,Warehouse,1981,1.0,1.0,30000.0,0.0,100.0,Non-Refrigerated Warehouse,100.0,No information,0.0,No information,0.0,48.5,1762149.5,81.185,-0.08724949999999865,0.011050799999992478,PNP Properties Building at 860 South Cambridge Street,GREATER DUWAMISH,9.737083838822695,30000.0,30000.0
1488,21897,NonResidential,Warehouse,1978,1.0,1.0,22176.0,0.0,100.0,Non-Refrigerated Warehouse,100.0,No information,0.0,No information,0.0,69.0,618157.8125,27.31,-0.08698950000000139,0.010830799999993701,9243 10TH AVE S (ID21897) at 9243 10TH AVE S,GREATER DUWAMISH,9.70688235220194,22176.0,22176.0
1489,21898,NonResidential,Warehouse,1978,1.0,1.0,31300.0,0.0,100.0,Non-Refrigerated Warehouse,100.0,No information,0.0,No information,0.0,90.0,333561.0,7.895,-0.08652949999999748,0.010950800000003369,Halfon Candy Company at 9229 10th Avenue South,GREATER DUWAMISH,9.656674784414134,31300.0,31300.0
1490,21902,NonResidential,Warehouse,1979,1.0,1.0,22000.0,0.0,100.0,Non-Refrigerated Warehouse,100.0,No information,0.0,No information,0.0,12.5,715859.8125,4.99,-0.08702949999999987,0.012490799999994806,Samson at 9928 10th Ave South,GREATER DUWAMISH,9.72252976794419,22000.0,22000.0
1491,21904,NonResidential,Small- and Mid-Sized Office,1974,1.0,3.0,39927.0,0.0,100.0,Office,99.03,No information,0.0,No information,0.0,40.5,3480860.75,24.27,0.09458049999999929,0.004890799999998308,Northgate Exec Center A at 115 NE 100th Street,NORTH,10.52326454289689,39927.0,13309.0
1492,21905,NonResidential,Other,1979,1.0,1.0,30610.0,0.0,100.0,Recreation,76.18,Office,23.82,No information,0.0,,4380921.0,139.63,0.09262050000000244,0.0073107999999990625,Seattle Athletic Club at 333 NE 97th,NORTH,10.313492081503954,30610.0,30610.0
1493,21907,NonResidential,Medical Office,1980,1.0,2.0,33280.0,19.08,80.92,Medical Office,80.92,No information,0.0,No information,0.0,63.0,1032552.0,7.195,0.09386049999999813,0.006790799999990327,North Seattle Professional Center at 9730 3rd Avenue NE,NORTH,10.449213304498715,33280.0,16640.0
1494,21909,NonResidential,Medical Office,1968,1.0,2.0,65069.0,0.0,100.0,Medical Office,100.0,No information,0.0,No information,0.0,66.5,2849269.5,47.825,0.09465050000000019,0.008290799999997489,311 NGT Northgate Med at 9800 4th Ave NE,NORTH,10.542974841377559,65069.0,32534.5
1495,21913,NonResidential,Warehouse,1959,1.0,2.0,20296.0,0.0,100.0,Warehouse,100.0,No information,0.0,No information,0.0,,855529.0625,5.965,0.05731049999999982,0.03709080000000142,CORRY'S DRYCLEANING (ID21913) at 4640 UNION BAY PL NE,NORTHEAST,6.952298769361545,20296.0,10148.0
1496,21916,NonResidential,Mixed Use Property,1945,1.0,2.0,22135.0,0.0,100.0,Medical Office,46.93,Office,36.67,Retail Store,14.46,,1261798.75,26.35,0.05607050000000413,0.038850799999991636,Union Bay Plaza at 4540 Union Bay Plaza NE,NORTHEAST,6.880895811904212,22135.0,11067.5
1497,21917,NonResidential,Medical Office,1967,1.0,3.0,38378.0,8.63,91.37,Medical Office,91.37,No information,0.0,No information,0.0,85.5,1654164.0625,51.94,0.055590500000000986,0.03947080000000369,Lakeview Medical Building at 3216 NE 45th Place,NORTHEAST,6.852499487628588,38378.0,12792.67
1498,21920,NonResidential,Warehouse,1980,1.0,2.0,33576.0,0.0,100.0,Non-Refrigerated Warehouse,100.0,No information,0.0,No information,0.0,43.0,1672555.875,61.22,0.05665050000000349,0.03681079999999781,Bowman Building 9742 at 4625 Union Way Place,NORTHEAST,6.876656463060405,33576.0,16788.0
1499,21921,NonResidential,Supermarket/Grocery Store,1975,1.0,1.0,34982.0,0.0,100.0,Supermarket/Grocery Store,100.0,No information,0.0,No information,0.0,20.5,10824994.5,233.23,0.05586050000000142,0.036790799999991464,Safeway 0488 - 45th St at 3020 NE 45th St,NORTHEAST,6.795679933311234,34982.0,34982.0
1504,21945,NonResidential,Other,1981,1.0,1.0,44454.0,52.83,47.17,Retail Store,23.3,Medical Office,19.14,No information,0.0,,1526331.09375,10.64,0.004520499999998151,0.009490799999994692,First Hill Plaza Retail Building at 1300 Madison St,EAST,0.871143904539639,44454.0,44454.0
1509,21955,NonResidential,Small- and Mid-Sized Office,1927,1.0,3.0,23910.0,0.0,100.0,Office,83.65,Retail Store,16.35,No information,0.0,,871811.65625,14.23,0.033610500000001764,-0.06698920000000896,Magnolia Center at 3214 W McGraw St,MAGNOLIA / QUEEN ANNE,6.25889779677742,23910.0,7970.0
1511,21964,NonResidential,Worship Facility,1910,1.0,2.0,21765.0,0.0,100.0,Worship Facility,100.0,No information,0.0,No information,0.0,76.5,461066.70315,18.585,0.06857049999999987,-0.05037920000000895,(ID21964) BALLARD BAPTIST CHURCH at 2004 NW 63RD ST,BALLARD,8.507799101589839,21765.0,10882.5
1517,22062,Campus,College/University,1939,1.0,2.0,2518960.0,12.66,87.34,College/University,68.27,No information,0.0,No information,0.0,,114864324.0,3237.855,0.0034704999999988217,0.016220799999999258,Entire Campus at 901 12th Avenue,EAST,1.2757998738090075,2518960.0,1259480.0
1519,22078,NonResidential,Worship Facility,1901,1.0,2.0,26560.0,0.0,100.0,Worship Facility,100.0,No information,0.0,No information,0.0,1.0,1846284.9375,70.885,0.003690500000004704,0.02363079999999229,Immaculate Conception Church at 820 18th Ave.,CENTRAL,1.818451584219478,26560.0,13280.0
1520,22095,NonResidential,Warehouse,1957,1.0,2.0,20140.0,0.0,100.0,Non-Refrigerated Warehouse,100.0,No information,0.0,No information,0.0,36.5,140979.3008,0.98,0.044030499999998085,-0.009669200000004707,Culbertson Warehouse at 3535 Interlake Ave North,LAKE UNION,4.9493041318472955,20140.0,10070.0
1531,22138,NonResidential,Worship Facility,1927,1.0,2.0,22029.0,0.0,100.0,Worship Facility,100.0,No information,0.0,No information,0.0,100.0,91996.0,0.64,-0.06440949999999646,0.0617707999999908,BRIGHTON PRESBYTERIAN CHURCH at 6721 51ST AVE S,SOUTHEAST,8.530345969204944,22029.0,11014.5
1532,22139,NonResidential,Retail Store,1992,1.0,2.0,44845.0,13.38,86.62,Retail Store,86.62,No information,0.0,No information,0.0,83.0,6686131.5,204.715,-0.06773950000000184,0.049110799999994015,King Plaza 7101 at 7101 Martin Luther King Jr Way S,GREATER DUWAMISH,8.385050735656062,44845.0,22422.5
1533,22142,NonResidential,Supermarket/Grocery Store,1953,1.0,1.0,26092.0,0.0,100.0,Supermarket/Grocery Store,99.44,No information,0.0,No information,0.0,44.0,7343424.5,159.66,-0.06873949999999951,0.049010799999990695,Safeway 0219 - Othello St at 3900 S Othello St,GREATER DUWAMISH,8.481838619556232,26092.0,26092.0
1534,22149,SPS-District K-12,K-12 School,1955,1.0,1.0,40374.0,0.0,100.0,K-12 School,100.0,No information,0.0,No information,0.0,86.5,1789185.75,62.665,0.10109049999999797,0.0474207999999976,John Rogers Elementary at 4030 N.E. 109th St.,NORTH,11.788530775289756,40374.0,40374.0
1536,22163,NonResidential,Small- and Mid-Sized Office,1967,1.0,1.0,25500.0,0.0,100.0,Office,100.0,No information,0.0,No information,0.0,91.5,1210867.875,52.425,-0.055749499999997454,0.0045908000000025595,THE CHAPMAN BLDG at 5811 6TH AVE S,GREATER DUWAMISH,6.208627211344641,25500.0,25500.0
1537,22165,NonResidential,Warehouse,1961,1.0,1.0,41895.0,0.0,100.0,Non-Refrigerated Warehouse,89.57,Office,6.2,No information,0.0,,1327652.25,27.83,-0.05840949999999623,0.008990799999992305,(ID22165) MICHIGAN STREET BUILDINGS at 790 S Michigan St,GREATER DUWAMISH,6.529770596432745,41895.0,41895.0
1538,22166,NonResidential,Retail Store,1958,1.0,2.0,56193.0,0.0,100.0,Retail Store,100.0,No information,0.0,No information,0.0,38.0,2486199.875,46.29,-0.05704949999999798,0.010160799999994197,Georgetown Center Bldg A at 800 S Michigan ST.,GREATER DUWAMISH,6.389246348139584,56193.0,28096.5
1543,22223,NonResidential,K-12 School,1922,1.0,3.0,35448.0,0.0,100.0,K-12 School,100.0,No information,0.0,No information,0.0,95.0,1518566.75,67.91,0.06466050000000223,-0.04304919999999868,St. Alphonsus School at 5806 15th Ave. NW,BALLARD,7.8802515379281655,35448.0,11816.0
1544,22230,NonResidential,Supermarket/Grocery Store,1966,1.0,1.0,29214.0,0.0,100.0,Supermarket/Grocery Store,100.0,No information,0.0,No information,0.0,10.5,9037875.0,195.32,0.06353049999999882,-0.04239920000000552,BALLARD MARKET (ID22230) at 1400 NW 56th St,BALLARD,7.745692262893849,29214.0,29214.0
1547,22240,NonResidential,Supermarket/Grocery Store,2000,1.0,1.0,90069.0,47.78,52.22,Supermarket/Grocery Store,52.22,No information,0.0,No information,0.0,33.0,13986244.0,371.185,0.06207050000000436,-0.04219919999999888,Safeway 1477 - Market St at 1423 NW Market St,BALLARD,7.5916864917520614,90069.0,90069.0
1548,22252,NonResidential,Other,1961,1.0,1.0,34580.0,0.0,100.0,Recreation,86.41,Office,13.59,No information,0.0,,1233763.5625,42.555,0.060010500000004185,-0.04276920000000928,1415 NW 52nd at 1415 NW 52nd St,BALLARD,7.4024677530817184,34580.0,34580.0
1549,22259,NonResidential,Mixed Use Property,1910,1.0,2.0,31140.0,0.0,100.0,Other,47.66,Retail Store,30.19,Non-Refrigerated Warehouse,22.16,,924086.15625,38.71,0.05789049999999918,-0.040989199999998505,Building C at 1148 NW Leary Way,BALLARD,7.132281467099985,31140.0,15570.0
1550,22261,NonResidential,Warehouse,1975,1.0,3.0,41478.0,0.0,100.0,Non-Refrigerated Warehouse,76.99,Office,23.01,No information,0.0,2.5,3135416.625,83.38,0.05815050000000355,-0.04067919999999958,Building B at 1141 NW 50th St,BALLARD,7.148447000756655,41478.0,13826.0
1551,22264,NonResidential,Warehouse,1980,1.0,1.0,39840.0,0.0,100.0,Non-Refrigerated Warehouse,100.0,No information,0.0,No information,0.0,2.0,790020.5,5.505,0.05805050000000023,-0.04008919999999705,Building A at 1118 NW Leary Way,BALLARD,7.119627624395962,39840.0,39840.0
1559,22312,Nonresidential COS,Other,2004,1.0,1.0,33676.0,46.25,53.75,Library,44.54,Services,9.21,No information,0.0,,1387555.375,29.91,0.06363050000000214,-0.052199200000004,The Seattle Public Library - Ballard Branch at 5614 22nd Ave. N.W.,BALLARD,8.084380577495406,33676.0,33676.0
1562,22327,NonResidential,Other,1924,1.0,2.0,21528.0,0.0,100.0,Social/Meeting Hall,100.0,No information,0.0,No information,0.0,,302313.0469,6.46,0.06273050000000069,-0.05034919999999943,Ballard Masonic Center at 2006 NW Market Street,BALLARD,7.930089635092527,21528.0,10764.0
1563,22332,NonResidential,Other,1928,1.0,2.0,30000.0,0.0,100.0,Strip Mall,86.09,No information,0.0,No information,0.0,,1117780.375,12.885,0.06282050000000083,-0.05410919999999919,Ballard Square at 2228 NW Market Street,BALLARD,8.076564689443758,30000.0,15000.0
1582,22420,NonResidential,Other,1942,1.0,2.0,30554.0,0.0,100.0,Other,100.0,No information,0.0,No information,0.0,,5251317.0,36.61,0.06861049999999835,-0.041089200000001824,SUNSET at 1138 NW 63RD ST,BALLARD,8.22683103573161,30554.0,15277.0
1583,22438,NonResidential,Worship Facility,1975,1.0,1.0,40445.0,0.0,100.0,Worship Facility,100.0,No information,0.0,No information,0.0,68.0,1102015.84375,35.15,0.057060499999998626,-0.04234920000000386,Quest Church at 1401 NW Leary Way,BALLARD,7.094099809969223,40445.0,40445.0
1584,22440,NonResidential,Retail Store,1996,1.0,1.0,23500.0,0.0,100.0,Retail Store,100.0,No information,0.0,No information,0.0,50.5,1145428.75,12.13,0.056980500000001655,-0.040709200000009105,Office Max #560 at 1135 NW Leary Way,BALLARD,7.03197648603678,23500.0,23500.0
1585,22441,NonResidential,Small- and Mid-Sized Office,1979,1.0,2.0,37448.0,0.0,100.0,Office,100.0,No information,0.0,No information,0.0,88.0,2547582.0,45.9,0.056270500000003665,-0.037489200000010214,DEPT OF SOCIAL & HEALTH SERVICES at 907 NW BALLARD WAY,BALLARD,6.858637209002521,37448.0,18724.0
1586,22446,NonResidential,Small- and Mid-Sized Office,1903,1.0,3.0,24913.0,0.0,100.0,Office,100.0,No information,0.0,No information,0.0,100.0,238255.0,3.59,0.05620050000000276,-0.04100920000000485,SALTY DOG POTTERY & THE BOATWRIGHT at 4602 14TH AVE NW,BALLARD,6.963830512770452,24913.0,8304.33
1587,22454,NonResidential,Retail Store,1967,1.0,1.0,23067.0,0.0,100.0,Retail Store,100.0,No information,0.0,No information,0.0,80.5,1443502.875,32.665,0.06894050000000362,-0.03339920000000518,Ballard Goodwill at 6400 8th Avenue NW,BALLARD,8.06391001162782,23067.0,23067.0
1590,22479,NonResidential,Supermarket/Grocery Store,1961,1.0,1.0,25987.0,0.0,100.0,Supermarket/Grocery Store,100.0,No information,0.0,No information,0.0,27.0,9009903.5,245.535,0.0430704999999989,-0.0457992000000047,70500811 -- Interbay at 1600 West Dravus,MAGNOLIA / QUEEN ANNE,5.892065258997664,25987.0,25987.0
1591,22480,NonResidential,Small- and Mid-Sized Office,1992,1.0,3.0,26389.0,0.0,100.0,Office,63.53,Fitness Center/Health Club/Gym,36.47,No information,0.0,,1174086.1875,8.185,0.04396050000000429,-0.04578920000000153,3257 16TH AVE W at 3257 16TH AVE W,MAGNOLIA / QUEEN ANNE,5.972336337775781,26389.0,8796.33
1592,22486,NonResidential,Small- and Mid-Sized Office,1982,1.0,3.0,29859.0,13.4,86.6,Office,86.6,No information,0.0,No information,0.0,85.0,908206.3125,15.25,0.04631050000000414,-0.04378920000000619,Canal Building at 3600 15th Ave W,MAGNOLIA / QUEEN ANNE,6.106155931883988,29859.0,9953.0
1593,22502,NonResidential,Warehouse,1974,1.0,1.0,25600.0,0.0,100.0,Non-Refrigerated Warehouse,80.47,Office,19.53,No information,0.0,1.0,1680815.8125,34.535,0.05607050000000413,-0.055969200000006936,Commodore at 2440 W Commodore Way,MAGNOLIA / QUEEN ANNE,7.5139872756898285,25600.0,25600.0
1594,22504,NonResidential,Other,1965,1.0,1.0,23169.0,0.0,100.0,Manufacturing/Industrial Plant,44.02,No information,0.0,No information,0.0,,228199.95315,1.59,0.055070499999999356,-0.05538920000000758,"MER Equipment,Inc. at 2400 w Commodore Way",MAGNOLIA / QUEEN ANNE,7.397534720743818,23169.0,23169.0
1595,22509,NonResidential,Small- and Mid-Sized Office,2008,1.0,4.0,41784.0,20.1,79.9,Office,79.9,No information,0.0,No information,0.0,87.5,1337449.125,9.325,0.054710499999998774,-0.05374919999999861,Salmon Bay Landing at 2320 W Commodore Way,MAGNOLIA / QUEEN ANNE,7.29589171811298,41784.0,10446.0
